graph	algo	size	time	opt	seed	mem
BenElechi1.mtx.hgr.random100	ILP	4453	3600.36	0	203	1232144
bips07_1998.mtx.hgr.random100	ILP	5359	0.169283	1	203	29696
bloweya.mtx.hgr.random100	ILP	10001	0.183383	1	203	49016
c-64.mtx.hgr.random100	ILP	22600	0.994975	1	203	120464
ca-CondMat.mtx.hgr.random100	ILP	4057	0.371571	1	203	46492
case39.mtx.hgr.random100.rendered	ILP	10017	0.953623	1	203	147368
Chebyshev4.mtx.hgr.random100.rendered	ILP	1	5.00366	1	203	568396
Chem97Zt.mtx.hgr.random100.rendered	ILP	131	0.0853843	1	203	32540
crystk02.mtx.hgr.random100.lg.metis	ILP	1941959	85.8613	1	203	1726284
dac2012_superblue11.hgr.random100	ILP	260445	3600.48	0	203	3337248
dac2012_superblue12.hgr.random100	ILP	281792	3600.63	0	203	3709156
dac2012_superblue14.hgr.random100	ILP	182604	3600.31	0	203	3680056
dac2012_superblue16.hgr.random100	ILP	221950	3600.5	0	203	5408936
dac2012_superblue2.hgr.random100	ILP	294361	3600.83	0	203	4051456
dac2012_superblue3.hgr.random100	ILP	208112	3600.49	0	203	4377376
dac2012_superblue6.hgr.random100	ILP	249685	3600.68	0	203	6462292
dac2012_superblue7.hgr.random100	ILP	292995	3600.84	0	203	4582912
dac2012_superblue9.hgr.random100	ILP	189169	3600.47	0	203	3810516
dictionary28.mtx.hgr.random100	ILP	29631	5.71546	1	203	77656
ex19.mtx.hgr.random100	ILP	985	0.242134	1	203	40960
fd18.mtx.hgr.random100	ILP	4104	3600.03	0	203	847376
g7jac040sc.mtx.hgr.random100	ILP	2960	0.73474	1	203	52068
garon2.mtx.hgr.random100	ILP	400	1.22622	1	203	53248
IMDB.mtx.hgr.random100	ILP	138181	8.50189	1	203	896924
ISPD98_ibm11.hgr.random100	ILP	19660	2822.33	1	203	976380
ISPD98_ibm12.hgr.random100	ILP	19216	3600.08	0	203	735276
kron_g500-logn16.mtx.hgr.random100.rendered	ILP	14103	4.92658	1	203	569916
lhr14.mtx.hgr.random100	ILP	4314	0.297574	1	203	52224
lp_pds_20.mtx.hgr.random100	ILP	14743	1.06937	1	203	105652
m14b.mtx.hgr.random100	ILP	8710	3600.25	0	203	974176
msc10848.mtx.hgr.random100	ILP	88	0.812278	1	203	116736
mult_dcop_01.mtx.hgr.random100.rendered	ILP	1540	0.247702	1	203	46032
NotreDame_actors.mtx.hgr.random100	ILP	20684	3600.26	0	203	646916
